org_nr,navn,bransje,ansatte,omsetning_mnok,netto_margin,egenkapital_pct,gjeldsgrad,likviditetsgrad,ebitda_margin,driftsmargin,rentedekningsgrad,score,rating,pd_pct,z_score,z_rating,risikoindikatorere
925292907,SPJELKAVIK TANNLEGESENTER AS,Tannlegetjenester,8.0,10.045906018924786,7.07133771453524,60.16841067112274,0.44225946725895293,106.70272389873844,7.494728869246391,8.746206353106222,5.321877774149211,95,A – Lav risiko,7.13,1.67,Faresone (Z < 1.81),Svak likviditetsgrad (<1.2)
895139572,BLOMSTERBUA DOMBÅS AS,"Detaljhandel med blomster, planter, gjødsel og plantevernmidler",8.0,8.107193886988835,4.039802299340068,39.456163240220604,0.6652967485799334,110.42814171429266,4.517013560206696,1.323675540603527,0.8412126296697036,70,B – Moderat risiko,26.44,0.79,Faresone (Z < 1.81),Høy gjeldsgrad (>65%); Svak driftsmargin (<2%); Svak likviditetsgrad (<1.2)
985519781,SCANSEIS CONSULTING GROUP AS,Geologiske undersøkelser,6.0,20.014646095420673,4.783165816539668,38.07670184963691,0.48481192999372796,85.4620240282355,5.738064031703923,2.9718564504196916,2.4943068269459525,85,A – Lav risiko,25.63,0.73,Faresone (Z < 1.81),Likviditetsgrad under 1.0
923542973,BRING HOME DELIVERY NORGE AS,Logistikktjenester,127.0,282.2017143433478,5.212152570443616,66.29278851815795,0.5461866719247759,144.01426367529675,6.776662252701499,-1.7563136458971247,4.433715311376957,80,A – Lav risiko,5.12,1.76,Faresone (Z < 1.81),Negativt driftsresultat
920817203,KULBRANDSTAD BYGGEFIRMA AS,Oppføring av bygninger,11.0,26.07506461870258,11.389726337455858,35.114585528283165,0.5652321013500419,133.7850880603165,3.493965887141404,7.428468443545062,6.3798325817169355,100,A – Lav risiko,6.21,0.98,Faresone (Z < 1.81),
913953983,BOFISK BUTIKKDRIFT AS,"Engroshandel med fisk, skalldyr og bløtdyr",16.0,95.64127788172188,0.7718376356157832,59.041914664041485,0.3097223405811579,155.53999828300945,13.071366877429936,0.5283910246079349,3.08425567599307,80,A – Lav risiko,5.05,1.52,Faresone (Z < 1.81),Lav netto margin (<3%); Svak driftsmargin (<2%)
918720480,WOWBROW - BROWS & BEAUTY AS,Andre personlige tjenester ikke nevnt annet sted,5.0,13.442330031928106,2.4895730376514025,14.740048534008011,0.5302844462209041,97.81937001958633,8.420777291905544,1.2417272972985907,8.374836012543849,55,B – Moderat risiko,40.93,0.29,Faresone (Z < 1.81),Lav egenkapitalandel (<20%); Lav netto margin (<3%); Svak driftsmargin (<2%); Likviditetsgrad under 1.0
967682535,TELEPERFORMANCE NORGE AS,Telefonvakttjenester og telefonsalg,31.0,52.51842756860279,3.0338154513829734,50.202758260545046,0.33537035253490677,142.96109771114453,10.921428262847284,-0.8224497036836826,4.961584646330761,80,A – Lav risiko,5.34,1.12,Faresone (Z < 1.81),Negativt driftsresultat
920641679,JORDBÆRPIKENE MADLA AS,Drift av restauranter,15.0,39.467421473465315,6.3454686153319315,19.445739336828773,0.3219315080373586,153.26795479659143,7.890954019699558,4.751478551037629,5.366120523742439,90,A – Lav risiko,4.81,0.68,Faresone (Z < 1.81),Lav egenkapitalandel (<20%)
881097982,SENTER FOR ARBEIDSLIVSFORBEREDELSE ALF AS,Arbeidstrening og varig tilrettelagt arbeid,58.0,115.5394561252732,4.696761091483011,42.39608709948022,0.41284728729604486,200.30210789006648,8.421498762735363,0.42608950839205395,6.1413840215845745,90,A – Lav risiko,4.55,1.16,Faresone (Z < 1.81),Svak driftsmargin (<2%)
925871672,ÅS OPTISKE AS,Detaljhandel med medisinske og ortopediske artikler,6.0,1.0,4.861253811227356,55.378933685111065,0.39689765224724344,168.71816452355125,6.738342780809495,4.9661804799834695,9.241982456634869,100,A – Lav risiko,4.2,1.58,Faresone (Z < 1.81),
914446198,KRYSTALL BYGGSERVICE AS,Oppføring av bygninger,7.0,10.351461447936849,1.738791506927531,24.65728355561715,0.39762845725518425,132.30144017050634,8.023455924449932,4.830072397990057,6.56795812259006,90,A – Lav risiko,4.51,0.69,Faresone (Z < 1.81),Lav netto margin (<3%)
933474992,FJELL ENTREPRENØR AS,Oppføring av bygninger,21.0,47.536041621313956,8.360602231471951,34.03014750143066,0.92,156.89835717177522,4.428527330751153,0.7873225058166629,5.706181038107963,60,B – Moderat risiko,44.97,0.82,Faresone (Z < 1.81),Meget høy gjeldsgrad (>80%); Svak driftsmargin (<2%)
922736200,PERGUS AS,Revisjon,5.0,6.33381872283128,6.142001482276276,45.09856436860317,0.5090756631014691,105.36221986760583,2.4554583259424057,2.660455143798937,6.64099698580868,95,A – Lav risiko,8.25,0.96,Faresone (Z < 1.81),Svak likviditetsgrad (<1.2)
916186711,GODT BRØD FANA AS,Produksjon av brød og ferske konditorvarer,23.0,113.13421848585918,1.262783663864036,40.59771388776773,0.5777976069593256,104.06498973296034,8.461175317836584,5.174626155337999,1.6425742554234422,85,A – Lav risiko,11.32,0.92,Faresone (Z < 1.81),Lav netto margin (<3%); Svak likviditetsgrad (<1.2)
990824851,KEY SHIPPING AS,Utleie og leasing av sjøtransportmateriell,8.0,28.944684008707082,4.682353579104703,54.245768647629156,0.6780703078052355,86.78157212150181,3.1865248802546318,4.545105801625979,5.784464877280522,70,B – Moderat risiko,30.15,1.23,Faresone (Z < 1.81),Høy gjeldsgrad (>65%); Likviditetsgrad under 1.0
977074053,RINGSTAD BLOMSTER & BYRÅ AS,"Detaljhandel med blomster, planter, gjødsel og plantevernmidler",5.0,30.451430589181438,14.058194471964164,46.56335766039751,0.6903348460270898,168.3900617222621,7.454173753917394,1.554192266078963,6.397423051233169,75,A – Lav risiko,5.11,1.19,Faresone (Z < 1.81),Høy gjeldsgrad (>65%); Svak driftsmargin (<2%)
930541923,PREG BARNEHAGER BLOMVÅG AS,Førskoleundervisning og drift av barnehager,31.0,52.74784528017342,3.2895441797799734,30.719546782563448,0.5322811209079484,216.0130498335728,1.3982044222247563,6.05878057112354,0.4682103220258709,100,A – Lav risiko,42.39,1.14,Faresone (Z < 1.81),
881362872,MO FJERNVARME AS,Vannbåren og luftbåren varme- og kjøleforsyning,6.0,3.117498952632463,7.266851790902098,38.96420028643194,0.35833828331060413,109.96437017590111,9.038793246804028,1.8089001048485898,5.041146473954937,85,A – Lav risiko,4.65,0.8,Faresone (Z < 1.81),Svak driftsmargin (<2%); Svak likviditetsgrad (<1.2)
916548370,LARSENS BAKERI AS,Produksjon av brød og ferske konditorvarer,52.0,236.05073279567162,3.045198957182549,70.15916133987989,0.6150878533477017,64.12000946698375,8.559362944308283,3.014640605694836,6.63108333699056,85,A – Lav risiko,21.56,1.88,Grå sone (1.81–2.99),Likviditetsgrad under 1.0
914829674,GE HEALTHCARE AS,Produksjon av farmasøytiske råvarer,1161.0,5188.836566770528,4.655790675599303,45.57480918470686,0.6498632791255182,92.98962575304783,6.996496292477155,3.5751640665171314,2.8666769185657204,85,A – Lav risiko,23.0,0.96,Faresone (Z < 1.81),Likviditetsgrad under 1.0
922222703,HUSNES GULL & UR AS,"Detaljhandel med ur, klokker og smykker",5.0,67.96362720843291,3.7149451328828667,19.086740684974323,0.6576792920582164,209.27546689544215,8.59739578165344,-2.0581098978620407,3.2894148178343716,55,B – Moderat risiko,5.42,0.65,Faresone (Z < 1.81),Høy gjeldsgrad (>65%); Lav egenkapitalandel (<20%); Negativt driftsresultat
912540863,MEDIBRIX AS,Dataprogrammeringstjenester,12.0,49.33822298373245,5.876991603143658,44.657291422193424,0.6361951080144005,102.5574334947671,10.8214239318146,-1.7238020202072182,1.9390308966642755,75,A – Lav risiko,7.11,0.79,Faresone (Z < 1.81),Negativt driftsresultat; Svak likviditetsgrad (<1.2)
917261474,GLOVE STORE AS,Detaljhandel med klær,10.0,22.42295545820519,-1.2433495458945485,62.486169558974524,0.3054787933059051,119.59844296560557,5.892221731858274,6.823819867198346,0.9103446220514018,75,A – Lav risiko,85.4,1.76,Faresone (Z < 1.81),Negativt nettoresultat; Svak likviditetsgrad (<1.2)
927430525,FOODFIGHTERS HINNA AS,Drift av restauranter,24.0,79.58960254740911,4.030699183058761,23.27737023428074,0.5893155211394906,141.96708934507146,5.199349368523616,4.209406254970057,3.5367160078455995,100,A – Lav risiko,4.2,0.68,Faresone (Z < 1.81),
974423774,ELEKTRO COMFORT AS,Elektrisk installasjonsarbeid,17.0,40.74738159552746,5.98639202356314,61.79025224218028,0.33432767517597267,209.65616811296934,1.1437366014324946,3.5446447148932503,5.9707930162114415,100,A – Lav risiko,16.62,1.94,Grå sone (1.81–2.99),
928671062,BLÅ KORS KONSEPTER AS,Detaljhandel med brukte varer,17.0,59.42975603205098,0.6319014405382186,34.87816624464087,0.44604985980117506,114.3722335069526,8.048806291063073,3.571046457895142,2.7677260118483646,85,A – Lav risiko,4.56,0.78,Faresone (Z < 1.81),Lav netto margin (<3%); Svak likviditetsgrad (<1.2)
825489452,COLLECTIBLE AS,Detaljhandel med spill og leker,15.0,71.98799626299751,3.4218985626298277,50.1929317825844,0.6144443262885418,105.98517461772747,3.819456879409091,4.741880815369786,6.025925663583662,95,A – Lav risiko,6.09,1.17,Faresone (Z < 1.81),Svak likviditetsgrad (<1.2)
929021010,NILSENS DAGLIGVARE AS,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,12.0,35.372952181075554,2.851982149926346,57.16497343682637,0.43126429167462554,154.14840834095133,4.893422042698318,1.846956390318339,7.246942129967975,80,A – Lav risiko,5.06,1.49,Faresone (Z < 1.81),Lav netto margin (<3%); Svak driftsmargin (<2%)
989023381,RANDABERG PIZZA AS,Drift av restauranter,20.0,63.15915967773665,6.440528908001916,57.582182107314935,0.5231505762449139,158.86835399532373,6.069199730219632,4.972499057465326,4.174642364080788,100,A – Lav risiko,4.55,1.62,Faresone (Z < 1.81),
911177870,BOLIDEN ODDA AS,"Produksjon av bly, sink og tinn",605.0,2726.864818424672,6.785471076310741,25.72668975149791,0.8338580913528191,99.78939164751043,4.357434161636803,8.474332620500203,6.47915673490734,55,B – Moderat risiko,64.38,0.71,Faresone (Z < 1.81),Meget høy gjeldsgrad (>80%); Likviditetsgrad under 1.0
922188297,GSOI AS,Annen teknisk konsulentvirksomhet,12.0,22.48943780462586,11.88503652779284,37.81629840729628,0.38541184427712527,137.65315953678044,10.968514865463664,12.925359200253254,4.132356546244654,100,A – Lav risiko,6.01,1.24,Faresone (Z < 1.81),
927103036,DR.DROPIN BHT AS,Forebyggende helsearbeid,73.0,226.6075981122621,3.0358424750410196,44.193971814134365,0.4354413170794038,106.2222861551749,7.731061634475737,4.734899713326168,3.2326420615721756,95,A – Lav risiko,5.22,1.0,Faresone (Z < 1.81),Svak likviditetsgrad (<1.2)
921710739,STALL MOLDEGAARD AS,Tjenester tilknyttet husdyrhold,7.0,5.3871572763968985,4.696149812072909,16.27873487754014,0.3088804338435167,109.85445225616473,6.359658544864458,4.932722696794014,8.188390542373881,85,A – Lav risiko,8.68,0.48,Faresone (Z < 1.81),Lav egenkapitalandel (<20%); Svak likviditetsgrad (<1.2)
910787195,MASKINSENTERET VESTLAND AS,Engroshandel med maskiner og utstyr til jordbruk og skogbruk,20.0,114.30638492808077,3.0201844101097186,37.71475688145967,0.36962059530432867,134.35204024026635,5.634024083239585,4.468155681014268,2.4319226411191925,100,A – Lav risiko,4.86,0.94,Faresone (Z < 1.81),
921088205,FJ HORECA AS,Drift av restauranter,14.0,42.92562331330579,8.598216739007732,36.36859777314714,0.5802567583148412,159.15503970988894,5.796338584342491,4.67227744543125,4.5314810019544876,100,A – Lav risiko,4.39,1.01,Faresone (Z < 1.81),
931120875,Ny-Hus AS,Murerarbeid,10.0,24.648874168074297,1.6809706484336004,38.36765261388414,0.5946997436868174,185.79002627282645,9.87781247825562,10.459547372534669,2.581631092779876,90,A – Lav risiko,4.98,1.34,Faresone (Z < 1.81),Lav netto margin (<3%)
928177068,8'ERN AS,Drift av barer,20.0,64.19105400785492,4.550026017215055,70.8470439982651,0.39875525719672733,105.60973552367284,5.201822063667933,-2.3716871729294207,3.1856124457980974,75,A – Lav risiko,6.27,1.9,Grå sone (1.81–2.99),Negativt driftsresultat; Svak likviditetsgrad (<1.2)
912701581,RØROS BRYGGERI OG MINERALVANNFABRIKK AS,Bearbeiding og konservering av frukt og grønnsaker ellers,11.0,8.049081445818643,4.451181359428623,43.12633963665739,0.8014256258823829,168.26483433651177,5.269289033012791,1.3047559859549263,5.729797928766264,60,B – Moderat risiko,13.54,1.09,Faresone (Z < 1.81),Meget høy gjeldsgrad (>80%); Svak driftsmargin (<2%)
911721384,SAGA ALUMINIUM AS,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",7.0,1.0,8.994376297563061,55.69160181081931,0.4496236521842943,75.04029148181928,10.561617122496239,3.1563804642421465,7.594540779933654,85,A – Lav risiko,18.89,1.19,Faresone (Z < 1.81),Likviditetsgrad under 1.0
916800878,KHALLES CORNER GOL AS,Drift av restauranter,16.0,1.0,2.2018749311386814,38.07865549577275,0.5270470890647113,119.24770849822647,8.868549797042496,0.7971387118522166,4.144051287446766,75,A – Lav risiko,4.68,0.78,Faresone (Z < 1.81),Lav netto margin (<3%); Svak driftsmargin (<2%); Svak likviditetsgrad (<1.2)
991638768,ÅRNES ELEKTRO AS,Elektrisk installasjonsarbeid,27.0,63.39650389766177,5.543316502176247,48.674223171333345,0.3513036862243196,81.30600402425321,10.833030465695527,4.996942035938775,2.628783658608616,85,A – Lav risiko,23.24,1.05,Faresone (Z < 1.81),Likviditetsgrad under 1.0
982759277,TROMSØ BAKERI AS,Produksjon av brød og ferske konditorvarer,33.0,218.30183889851355,5.3470239028785755,55.689457760957396,0.5301277722115164,207.12617737086956,13.266022527329614,4.25310755456278,6.928927377385889,100,A – Lav risiko,4.85,1.7,Faresone (Z < 1.81),
983825486,LYS OG KRAFT INSTALLASJON AS,Elektrisk installasjonsarbeid,6.0,27.698270890873246,8.105894672597046,23.52614809129843,0.6229077189997659,172.04485703973558,1.7237815407306574,0.45022446200267474,0.3,90,A – Lav risiko,38.04,0.67,Faresone (Z < 1.81),Svak driftsmargin (<2%)
915796028,ÅLEN AKTIVUM AS,Drift av idrettsanlegg,34.0,109.57076079444047,6.152626767387887,60.53535578144042,0.5311142170629662,192.0015440949952,2.859695625355326,-1.1101473180654642,4.361130752758453,80,A – Lav risiko,5.6,1.67,Faresone (Z < 1.81),Negativt driftsresultat
988189049,ARKIVPRODUKTER AS,Engroshandel med andre husholdningsvarer,5.0,35.36261795757229,3.4019157557177206,6.988368499401851,0.5066319940730818,89.34356748233014,8.509017646490115,4.599794738290544,2.150300534181612,65,B – Moderat risiko,47.79,0.26,Faresone (Z < 1.81),Meget lav egenkapitalandel (<10%); Likviditetsgrad under 1.0
911612860,FERDIGHUS AS,Produksjon av andre bygningsartikler,33.0,125.37598871984879,1.822359434333145,37.059813540902425,0.6632713480751857,100.49958837825596,9.512139546553533,3.409227144882678,2.5178179193441395,70,B – Moderat risiko,6.06,0.77,Faresone (Z < 1.81),Høy gjeldsgrad (>65%); Lav netto margin (<3%); Svak likviditetsgrad (<1.2)
934272064,MATBODEN FREDRIKSTAD AS,Drift av restauranter,8.0,15.645332080999728,0.8942730327418777,29.69526041979227,0.34031831611167274,203.76537965207362,7.105790655915186,1.9008234760222433,5.034949776835555,80,A – Lav risiko,4.37,0.94,Faresone (Z < 1.81),Lav netto margin (<3%); Svak driftsmargin (<2%)
911793938,ROKEA GRUPPEN AS,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,11.0,12.402063403710041,9.33709120140033,47.21250050065138,0.6336261565070958,116.43245983363154,11.27254527806596,9.174844908545069,0.3,95,A – Lav risiko,34.67,1.27,Faresone (Z < 1.81),Svak likviditetsgrad (<1.2)
914459966,BLOMSTERHANDLEREN GRAN AS,"Detaljhandel med blomster, planter, gjødsel og plantevernmidler",5.0,1.0,6.600622802333574,62.67451570251926,0.48264459406654325,155.17949370695183,6.433750463630608,11.736642425365712,7.2989372785864415,100,A – Lav risiko,5.56,2.06,Grå sone (1.81–2.99),
831930772,ODINS.AI AS,Dataprogrammeringstjenester,10.0,17.44164817038467,5.1333786781987225,13.903305196136412,0.5505195453800835,108.52772391504938,6.733238871206978,6.06028134727242,1.7961299909640127,85,A – Lav risiko,10.3,0.47,Faresone (Z < 1.81),Lav egenkapitalandel (<20%); Svak likviditetsgrad (<1.2)
983571271,HOTELL HADELAND AS,Drift av hoteller,27.0,97.86711597159643,6.6449192708483515,37.88041038025074,0.7419916208335039,137.70789076766664,4.416147396015209,8.569372231808972,5.847275109211647,85,A – Lav risiko,7.49,1.09,Faresone (Z < 1.81),Høy gjeldsgrad (>65%)
920356478,STAR SEAFOOD AS,"Engroshandel med fisk, skalldyr og bløtdyr",17.0,26.510153826941746,2.9289839657491754,24.865726199228643,0.3125800403553496,167.41621416360744,12.228249921410391,-0.6957027214574234,5.907423091726427,70,B – Moderat risiko,4.72,0.64,Faresone (Z < 1.81),Lav netto margin (<3%); Negativt driftsresultat
921513550,SCANFLOOR AS,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",12.0,16.48072292634519,1.0386238487059118,29.114091136416963,0.39040138454802764,136.69825697806894,3.0071496507668867,3.3113704773395165,4.374404726377158,90,A – Lav risiko,5.21,0.74,Faresone (Z < 1.81),Lav netto margin (<3%)
931886606,NORSMATERIALS AS,"Produksjon av plater, film, rør og profiler av plast",42.0,178.24733789101157,2.2773090138752066,29.34843004147501,0.6333086838738634,152.53210156685333,5.067334265604346,5.297996916287677,6.378467808429472,90,A – Lav risiko,4.4,0.87,Faresone (Z < 1.81),Lav netto margin (<3%)
931976249,OAKLAND MØBLER FREDRIKSTAD AS,"Detaljhandel med møbler, gjelder også madrasser",7.0,1.0,4.130080577139806,28.0606436158123,0.6055898002889739,108.28592952101191,0.08535369800644332,-2.382627313649488,4.620212366653455,75,A – Lav risiko,38.43,0.43,Faresone (Z < 1.81),Negativt driftsresultat; Svak likviditetsgrad (<1.2)
985148937,TRONDHEIM GOLFSENTER AS,Sportsaktiviteter ikke nevnt annet sted,10.0,28.2138950378726,1.2870501246867745,47.57888688166061,0.27077199065965607,132.68720704734392,3.36695140071263,2.0444916765935224,4.618496678291035,90,A – Lav risiko,4.88,1.1,Faresone (Z < 1.81),Lav netto margin (<3%)
971057556,OXAAS OPTIKK AS,Detaljhandel med medisinske og ortopediske artikler,10.0,4.187599041481427,1.346333367310524,53.094392138216605,0.4334662195715277,164.24922392227995,2.1108794360271457,4.089412533745849,8.103921551644751,90,A – Lav risiko,5.49,1.45,Faresone (Z < 1.81),Lav netto margin (<3%)
941369359,FRONT CORNER AS,Detaljhandel med klær,11.0,1.0,0.10931423358856973,46.6560819077081,0.4895431920935511,147.9901055679958,3.688044439852538,2.7597693624187,4.110806911519801,90,A – Lav risiko,5.33,1.16,Faresone (Z < 1.81),Lav netto margin (<3%)
929135164,SKRUTEK BILVERKSTED AS,Reparasjon og vedlikehold av motorvogner,5.0,36.941205356515766,4.763262529903639,43.064039931128036,0.4582184550816299,117.93378215746273,5.7023254365411375,5.183356427134891,3.447538797949343,95,A – Lav risiko,4.63,1.03,Faresone (Z < 1.81),Svak likviditetsgrad (<1.2)
965485902,DELTEK NORGE AS,Engroshandel med informasjons- og kommunikasjonsteknologiutstyr,12.0,59.59099427585652,9.726202395936316,51.06687055147539,0.47109647017482387,177.04248727573807,5.275773880935346,-2.6143736055335616,1.9797842227064897,80,A – Lav risiko,5.24,1.21,Faresone (Z < 1.81),Negativt driftsresultat
926960466,IVER ACCELERATE SOLUTIONS AS,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,5.0,1.0,8.945459547876073,38.276275687843274,0.7714655968412925,146.44245808174568,12.342698413573407,12.488216743550467,0.3,85,A – Lav risiko,35.2,1.26,Faresone (Z < 1.81),Høy gjeldsgrad (>65%)
886664842,SUN RESTAURANT AS,Drift av restauranter,134.0,306.68352027838847,6.312595581660901,15.821206313302376,0.6915631064810394,146.8473742623045,5.754136258297596,5.898345598318855,10.17673214451099,75,A – Lav risiko,5.74,0.64,Faresone (Z < 1.81),Høy gjeldsgrad (>65%); Lav egenkapitalandel (<20%)
930548715,ESPIRA SOLKROKEN AS,Førskoleundervisning og drift av barnehager,26.0,62.501057611286896,4.7446617589010085,31.10958650689634,0.39252334458028126,164.0617535790486,4.4317485222733985,4.214698711658177,3.3058563830872085,100,A – Lav risiko,4.12,0.9,Faresone (Z < 1.81),
924689102,CUT'N GO ELVERUM AS,Frisering og barbering,6.0,24.03755616642062,5.000986315860844,53.563099163868486,0.443497540171788,125.55437726473201,4.063708852653078,2.6671202197716655,5.4432512326121305,100,A – Lav risiko,4.65,1.28,Faresone (Z < 1.81),
823153392,STRØMMEN AUTO CARE AS,Reparasjon og vedlikehold av motorvogner,10.0,39.153749566197746,1.2335040274671236,51.044088801584905,0.7233456788207426,149.47022161282953,12.630387437674198,1.678632402689281,1.3883632417214575,65,B – Moderat risiko,19.86,1.25,Faresone (Z < 1.81),Høy gjeldsgrad (>65%); Lav netto margin (<3%); Svak driftsmargin (<2%)
991923829,CONDUCTOR AS,Elektrisk installasjonsarbeid,10.0,1.0,8.488132934467549,47.81548484531086,0.5116622993634318,144.7989019211937,3.6235328581048707,11.337255938850479,4.823052954938069,100,A – Lav risiko,8.0,1.46,Faresone (Z < 1.81),
976095057,WEPE REGNSKAP AS,Regnskapsføring og bokføring,40.0,92.40668548130765,6.177299871696076,45.2151384760507,0.5535826036418697,107.33339405941408,8.414405071407987,9.6460734894251,7.863550115387444,95,A – Lav risiko,6.58,1.2,Faresone (Z < 1.81),Svak likviditetsgrad (<1.2)
980656411,VORMESTRAND BULK AS,Godstransport på vei,5.0,52.329665665984926,1.4663529707064447,23.15592769612129,0.5011319619850528,136.95037193010432,9.282574555412847,-2.0773938891444583,8.323875798651535,70,B – Moderat risiko,8.82,0.45,Faresone (Z < 1.81),Lav netto margin (<3%); Negativt driftsresultat
917094969,BLUE HOUSE ODDA AS,Utleie av egen eller leid fast eiendom,5.0,5.129881521315159,10.71935679015774,22.81843437109749,0.27177149922013466,163.810970438667,15.219953901565212,8.130117300776838,1.2623030698409599,100,A – Lav risiko,24.6,0.88,Faresone (Z < 1.81),
985264392,NYPAN HAGE & ANLEGG AS,Beplantning av hager og parkanlegg,7.0,12.747535524845512,9.007064575868178,34.10612972954593,0.2945285570322841,126.39899275699194,6.181829290756989,-4.090659928824715,4.364262833705469,80,A – Lav risiko,5.79,0.55,Faresone (Z < 1.81),Negativt driftsresultat
923448969,SØR CARAVAN AS,Engroshandel med motorvogner,33.0,122.76261879165288,5.588619094440255,65.73434142418017,0.6889847544321637,125.58889583058092,3.180422273774989,11.22007940974958,4.648046085036221,85,A – Lav risiko,9.7,2.09,Grå sone (1.81–2.99),Høy gjeldsgrad (>65%)
925247022,FATNES DAGLIGVARE AS,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,17.0,51.41787875738839,2.4276247386699903,40.971271411517826,0.49834593821140866,114.92182975919172,3.8594231762788236,2.401740189352005,3.1414380721655877,85,A – Lav risiko,4.49,0.88,Faresone (Z < 1.81),Lav netto margin (<3%); Svak likviditetsgrad (<1.2)
984019351,RETURA IRIS AS,Innsamling av ikke-farlig avfall,33.0,58.567392781102384,4.319290683075691,34.17534173868717,0.7455989482874033,60.0,10.274520555767385,7.738255577492887,0.3,70,B – Moderat risiko,71.37,0.71,Faresone (Z < 1.81),Høy gjeldsgrad (>65%); Likviditetsgrad under 1.0
829325462,KVESST AS,Bedriftsrådgivning og annen administrativ rådgivning,5.0,2.1377488710358143,8.885677402012625,16.887324579232683,0.4033274968613687,96.12984540869599,18.256811330270867,12.807035179442384,7.678887737485397,75,A – Lav risiko,25.7,0.7,Faresone (Z < 1.81),Lav egenkapitalandel (<20%); Likviditetsgrad under 1.0
924549467,JM DRIFT OG UTLEIE AS,Aktiviteter utført av utflukts- og eventarrangører,5.0,27.12678540895117,0.6128446863483124,30.132196005803394,0.5934061841841878,92.22552668878191,9.138995290517164,3.279023805525595,3.562947981126006,75,A – Lav risiko,25.19,0.6,Faresone (Z < 1.81),Lav netto margin (<3%); Likviditetsgrad under 1.0
